,Year,RC_ID,Region,GIS Code,Ramp,Begin Milepoint,End Milepoint,Roadway Begin Description,Roadway End Description,Municipality,Signing,Route Number,Road Name,AADT,Count Type
13561,2014,05_2200,11,25709501.0,N,1.78,2.82,FRAN LEWIS BLV,114TH RD,NEW YORK CITY,,,226TH ST,445,FORECAST
13562,2014,05_2201,11,25710001.0,N,0.0,0.61,139TH AVE,133RD AVE,NEW YORK CITY,,,234TH ST,1515,FORECAST
13563,2014,05_2202,11,25709601.0,N,0.89,1.94,141ST AVE,130TH AVE,NEW YORK CITY,,,227TH ST,740,FORECAST
13564,2014,05_2203,11,30227201.0,N,0.0,1.05,141ST AVE,130TH AVE,NEW YORK CITY,,,230TH ST,1541,FORECAST
13565,2014,05_2205,11,25746301.0,N,1.91,3.19,DEAD END,VAN WYCK EXPY SB,NEW YORK CITY,,,SUTTER AVE,865,FORECAST
13566,2014,05_2206,11,25723301.0,N,0.0,1.02,165TH AVE,156TH AVE,NEW YORK CITY,,,96TH ST,3401,FORECAST
13567,2014,05_2207,11,25700601.0,N,0.0,0.9,ROCKAWAY BLVD,VAN WYCK EXPY SR S,NEW YORK CITY,,,115TH AVE,2954,FORECAST
13568,2014,05_2208,11,25708501.0,N,5.4,6.41,PARSONS BLVD,160TH ST,NEW YORK CITY,,,20TH AVE,8038,FORECAST
13569,2014,05_2209,11,25720401.0,N,4.6,4.72,VLEIGH PL,MAIN ST,NEW YORK CITY,,,78TH AVE,829,FORECAST
13570,2014,05_2210,11,27866501.0,N,0.0,2.64,VLEIGH PL,199TH ST,NEW YORK CITY,,,75TH AVE,2794,FORECAST
13571,2014,05_2211,11,30126201.0,N,0.0,0.6,N CONDUIT AVE,ROCKAWAY BLVD,NEW YORK CITY,,,126TH ST,1153,FORECAST
13572,2014,05_2212,11,27869001.0,N,0.0,1.06,SUTTER AVE,89TH AVE,NEW YORK CITY,,,92ND ST,523,FORECAST
13573,2014,05_2213,11,30128101.0,N,0.32,1.5,135TH AVE,109TH AVE,NEW YORK CITY,,,130TH ST,3830,FORECAST
13574,2014,05_2214,11,25708201.0,N,0.48,1.71,LINDEN BLVD,99TH AVE,NEW YORK CITY,,,199TH ST,1005,FORECAST
13575,2014,05_2215,11,25708401.0,N,0.0,1.21,NASHVILLE BLVD,99TH AVE,NEW YORK CITY,,,208TH ST,737,FORECAST
13576,2014,05_2216,11,25706001.0,N,0.0,0.77,78TH ST,CROSS BAY BLVD,NEW YORK CITY,,,160TH AVE,4259,FORECAST
13577,2014,05_2217,11,30125501.0,N,0.0,0.88,LIBERTY AVE,ROCKAWAY BLVD,NEW YORK CITY,,,123RD ST,1236,FORECAST
13578,2014,05_2218,11,30130401.0,N,0.0,1.24,ROCKAWAY BLVD,LIBERTY AVE,NEW YORK CITY,,,134TH ST,1415,FORECAST
13579,2014,05_3001,11,,Y,0.0,,LITTLE NECK PKWY,I495 E/B,NEW YORK CITY,,,I-495 INT 32,5171,ACTUAL
13580,2014,05_3006,11,27468501.0,Y,0.0,0.19,907A SB (OFF),90TH AVE,NEW YORK CITY,,,907A AT 90TH AV,3841,FORECAST
13581,2014,05_3011,11,27628201.0,Y,0.0,0.12,907A NB (OFF),81ST AVE,NEW YORK CITY,,,907A EXIT 28B,6790,FORECAST
13582,2014,05_3012,11,27468601.0,Y,0.0,0.19,90TH AVE,907A NB (ON),NEW YORK CITY,,,907A AT 90TH AV,3844,FORECAST
13583,2014,05_3013,11,27628301.0,Y,0.0,0.14,907A SB (OFF),243RD ST,NEW YORK CITY,,,907A EXIT 28B,2374,FORECAST
13584,2014,05_3014,11,27628401.0,Y,0.0,0.11,243RD ST,907A SB (ON),NEW YORK CITY,,,907A EXIT 28B,6695,FORECAST
13585,2014,05_3015,11,27492101.0,Y,0.11,0.48,DIVERGE TO 907M EB&WB,907M EB (ON),NEW YORK CITY,,,907A EXIT 29,12155,FORECAST
13586,2014,05_3016,11,27468701.0,Y,0.25,0.61,DIVERGE TO 907A NB&SB,907A NB (ON),NEW YORK CITY,,,907A EXIT 29,15072,FORECAST
13587,2014,05_3017,11,27468801.0,Y,0.0,0.43,907A SB (OFF),MERGE FROM 907M WB&907A SB O,NEW YORK CITY,,,907A EXIT 29,18294,FORECAST
13588,2014,05_3018,11,27508601.0,Y,0.0,0.33,DIVERGE FROM 907A SB OFF,907A NB 9ON),NEW YORK CITY,,,907A EXIT 29,2434,FORECAST
13589,2014,05_3019,11,27559701.0,Y,0.0,0.25,DIVERGE FROM 907M WB OFF,907A SB (ON),NEW YORK CITY,,,907A EXIT 29,9573,FORECAST
13590,2014,05_3020,11,27469001.0,Y,0.0,0.24,164TH ST,907A WB (ON),NEW YORK CITY,,,907A EXIT 34,6341,FORECAST
13591,2014,05_3021,11,27469101.0,Y,0.0,0.26,156TH ST,907A WB (ON),NEW YORK CITY,,,907A EXIT 34,7924,FORECAST
13592,2014,05_3022,11,27655901.0,Y,0.0,0.2,CIP SERVICE RD,907A EB (ON),NEW YORK CITY,,,907A EXIT 34,5140,FORECAST
13593,2014,05_3023,11,27654701.0,Y,0.0,0.15,907A EB (OFF),CIP SERVICE RD,NEW YORK CITY,,,907A EXIT 34,6432,FORECAST
13594,2014,05_3024,11,27628601.0,Y,0.0,0.15,149TH ST,907A EB (ON,NEW YORK CITY,,,907A EXIT 35 14,5753,FORECAST
13595,2014,05_3025,11,27628501.0,Y,0.0,0.11,907A EB (OFF),14TH AVE,NEW YORK CITY,,,907A EXIT 35 14,7263,FORECAST
13596,2014,05_3027,11,27628101.0,Y,0.0,0.19,907A SB (OFF),234TH ST,NEW YORK CITY,,,907A AT LINDEN,6172,FORECAST
13597,2014,05_3033,11,27654602.0,Y,0.0,0.08,FROM HEMPSTEAD TNPK,907A NB 9ON),NEW YORK CITY,,,907A AT EXIT 26,10656,ACTUAL
13598,2014,05_3046,11,27375201.0,Y,0.0,0.18,908B WB (OFF),VERMONT PL,NEW YORK CITY,,,908B EXIT 2,5710,FORECAST
13599,2014,05_3047,11,27631001.0,Y,0.0,0.29,908B EB (OFF),CYPRESS HILL ST,NEW YORK CITY,,,908B EXIT 3,1859,FORECAST
13600,2014,05_3048,11,27490101.0,Y,0.0,0.29,CYPRSS HILL ST,908B EB (ON),NEW YORK CITY,,,908B EXIT 3,5187,FORECAST
13601,2014,05_3049,11,27490201.0,Y,0.0,0.19,908B WB (OFF),CYPRESS HILL ST,NEW YORK CITY,,,908B EXIT 3,7213,FORECAST
13602,2014,05_3050,11,27631101.0,Y,0.0,0.14,908B EB (OFF),FOREST PARK DR,NEW YORK CITY,,,908B EXIT 4,2760,FORECAST
13603,2014,05_3051,11,27375401.0,Y,0.0,0.16,FOREST PARK DR,908B EB (ON),NEW YORK CITY,,,908B EXIT 4,5692,FORECAST
13604,2014,05_3052,11,27375501.0,Y,0.0,0.16,908B WB (OFF),DIVERGE TO WEST END DR,NEW YORK CITY,,,908B EXIT 4 WES,8121,FORECAST
13605,2014,05_3053,11,27631201.0,Y,0.0,0.17,WEST END DR,908B WB (ON),NEW YORK CITY,,,908B EXIT 4 WES,2426,FORECAST
13606,2014,05_3054,11,27490301.0,Y,0.0,0.21,RAMP BEGINS,RAMP ENDS,NEW YORK CITY,,,908B EXIT 5,3464,FORECAST
13607,2014,05_3055,11,27375701.0,Y,0.0,0.17,908B EB (OFF),FOREST PARK DR,NEW YORK CITY,,,908B EXIT 5,4159,FORECAST
13608,2014,05_3056,11,27375601.0,Y,0.0,0.21,FOREST PARK DR,908B EB (ON),NEW YORK CITY,,,908B EXIT 5,2824,FORECAST
13609,2014,05_3057,11,27631301.0,Y,0.0,0.23,RAMP BEGINS,RAMP ENDS,NEW YORK CITY,,,RT 908B AT METR,4615,FORECAST
13610,2014,05_3058,11,27490601.0,Y,0.0,0.26,MERGE FROM METROPOLITAN AVE,908B WB (ON),NEW YORK CITY,,,RT 908B AT METR,6932,FORECAST
13611,2014,05_3059,11,27490401.0,Y,0.0,0.26,MERGE FROM METROPOLITAN AVE,908B EB (ON),NEW YORK CITY,,,RT 908B AT METR,7585,FORECAST
13612,2014,05_3060,11,27490501.0,Y,0.0,0.24,908B WB (OFF),METROPOLITAN AVE,NEW YORK CITY,,,RT 908B AT METR,7272,FORECAST
13613,2014,05_3061,11,27893001.0,Y,0.0,0.29,907D WB (OFF),N CONDUIT AVE,NEW YORK CITY,,,907D AT 123RD S,4420,FORECAST
13614,2014,05_3062,11,27629501.0,Y,0.0,0.37,N CONDUIT AVE,907D WB (ON),NEW YORK CITY,,,907D AT LEFFERT,11060,FORECAST
13615,2014,05_3066,11,27647001.0,Y,0.0,0.8,LEFFERTS BLVD,NY878 EB (ON),NEW YORK CITY,,,NY878 AT LEFFER,2591,FORECAST
13616,2014,05_3079,11,27475401.0,Y,0.0,0.13,907D WB (OFF),N CONDUIT AVE,NEW YORK CITY,,,907D AT 222ND S,2842,FORECAST
13617,2014,05_3081,11,27561701.0,Y,0.0,0.17,BROOKLYN QUEENS EXP EB(OFF),ASTORIA BLVD,NEW YORK CITY,,,907M AT EXIT 4,7766,FORECAST
13618,2014,05_3082,11,27480501.0,Y,0.0,0.38,907M EB (OFF),ASTORIA BLVD,NEW YORK CITY,,,907M AT EXIT 4,6193,FORECAST
13619,2014,05_3083,11,27480801.0,Y,0.0,0.37,ASTORIA BLVD,907M EB (ON),NEW YORK CITY,,,907M AT EXIT 4,20516,FORECAST
13620,2014,05_3084,11,27564501.0,Y,0.0,0.31,907M WB (OFF),MERGE WITH ASTORIA BLVD N OF,NEW YORK CITY,,,907M AT EXIT 4,32733,FORECAST
13621,2014,05_3086,11,27480701.0,Y,0.0,0.34,ASTORIA BLVD N OFF,907M WB (OFF),NEW YORK CITY,,,907M AT EXIT 4,6041,FORECAST
13622,2014,05_3088,11,27480901.0,Y,0.0,0.31,907M EB (OFF),94TH ST,NEW YORK CITY,,,907M AT EXIT 6,6840,FORECAST
13623,2014,05_3089,11,27481001.0,Y,0.0,0.2,94TH ST,907M EB (ON),NEW YORK CITY,,,907M AT EXIT 6,7938,FORECAST
13624,2014,05_3093,11,27561801.0,Y,0.29,0.63,94TH ST,907M WB (ON),NEW YORK CITY,,,907M AT EXIT 6,10070,FORECAST
13625,2014,05_3094,11,27643901.0,Y,0.0,0.26,RAMP BEGINS,RAMP ENDS,NEW YORK CITY,,,907M AT EXIT 8,2161,FORECAST
13626,2014,05_3096,11,27481201.0,Y,0.0,0.29,907M WB (OFF),NY25A WB (ON),NEW YORK CITY,,,907M AT EXIT 9,9138,FORECAST
13627,2014,05_3100,11,27630301.0,Y,0.0,0.3,907M WB (OFF),FLUSHING PK PERIM RD,NEW YORK CITY,,,907M AT EXIT 9,7309,FORECAST
13628,2014,05_3101,11,27802101.0,Y,0.0,0.22,PERIMETER RD (OFF),907M (ON),NEW YORK CITY,,,907M AT EXIT 9,10804,FORECAST
13629,2014,05_3102,11,27630401.0,Y,0.0,0.19,907M EB (OFF),67TH RD,NEW YORK CITY,,,907M AT EXIT 11,6697,FORECAST
13630,2014,05_3103,11,27374501.0,Y,0.0,0.12,MEADOW LAKE RD W,907M WB (OB),NEW YORK CITY,,,907M AT EXIT 11,629,FORECAST
13631,2014,05_3104,11,27481301.0,Y,0.13,0.36,907M WB (OFF),DIVERGE TO JEWEL AVE,NEW YORK CITY,,,907M AT 69TH RD,6150,FORECAST
13632,2014,05_3105,11,27481401.0,Y,0.0,0.23,907M EB (OFF),GRAND CENTRAL PKWY,NEW YORK CITY,,,907M AT 69TH RD,4452,FORECAST
13633,2014,05_3106,11,27644001.0,Y,0.0,0.46,MERGE FROM JEWEL AVE OFF,907M WB (ON),NEW YORK CITY,,,907M AT 69TH RD,5171,FORECAST
13634,2014,05_3107,11,,Y,0.0,0.0,DIVERGE FROM 907M EB OFF,908B WB (ON),NEW YORK CITY,,,907M @I678,8559,FORECAST
13635,2014,05_3109,11,27481801.0,Y,0.0,0.44,UNION TNPK,907M WB (ON),NEW YORK CITY,,,907M AT 678I,9431,FORECAST
13636,2014,05_3110,11,27481701.0,Y,0.0,0.33,907M WB (OFF),UNION TNPK,NEW YORK CITY,,,907M AT 678I,12941,FORECAST
13637,2014,05_3111,11,27481501.0,Y,0.0,0.22,907M EB (OFF),UNION TNPK,NEW YORK CITY,,,907M AT 678I,4264,FORECAST
13638,2014,05_3112,11,27563801.0,Y,0.0,0.35,908B EB (OFF),907M WB (ON),NEW YORK CITY,,,RT 908B AT RT I,8926,FORECAST
13639,2014,05_3115,11,27630601.0,Y,0.0,0.27,907M EB (OFF),150TH ST,NEW YORK CITY,,,907M AT EXIT 16,8738,FORECAST
13640,2014,05_3116,11,27630701.0,Y,0.0,0.17,907M EB (OFF),173RD ST,NEW YORK CITY,,,907M AT EXIT 17,7737,FORECAST
13641,2014,05_3117,11,27482101.0,Y,0.0,0.24,172ND ST,907M WB (ON),NEW YORK CITY,,,907M AT EXIT 17,9913,FORECAST
13642,2014,05_3118,11,27482001.0,Y,0.0,0.18,907M WB (OFF),GRAND CENTRAL PKWY,NEW YORK CITY,,,907M AT EXIT 17,12488,FORECAST
13643,2014,05_3119,11,27481901.0,Y,0.0,0.21,GRAND CENTRAL PKWY,907M EB (ON),NEW YORK CITY,,,907M AT EXIT 17,14776,FORECAST
13644,2014,05_3120,11,27758101.0,Y,0.0,0.22,907M EB(OFF),GRAND CENTRAL PKWY,NEW YORK CITY,,,907M EXIT 19,6258,FORECAST
13645,2014,05_3121,11,27482401.0,Y,0.0,0.25,188TH ST,907M WB (ON),NEW YORK CITY,,,907M AT EXIT 19,6152,FORECAST
13646,2014,05_3122,11,27482301.0,Y,0.0,0.21,907M WB (OFF),188TH ST,NEW YORK CITY,,,907M AT EXIT 19,7215,FORECAST
13647,2014,05_3123,11,27492701.0,Y,0.23,0.46,MERGE FROM85TH ST&MCLAUGHLIN,907M EB (ON),NEW YORK CITY,,,907M AT EXIT 19,8431,FORECAST
13648,2014,05_3124,11,27374601.0,Y,0.0,0.17,907M EB(OFF),MCLAUGHLIN AVE,NEW YORK CITY,,,907M AT EXIT 20,4659,FORECAST
13649,2014,05_3125,11,27374801.0,Y,0.0,0.14,MCLAUGHLIN AVE,907M EB (ON),NEW YORK CITY,,,907M AT EXIT 20,269,FORECAST
13650,2014,05_3126,11,27482701.0,Y,0.0,0.26,907M EB (OFF),FRANCIS LEWIS BLVD,NEW YORK CITY,,,907M AT EXIT 20,1064,FORECAST
13651,2014,05_3127,11,27374701.0,Y,0.0,0.14,MCLAUGHLIN AVE,907M EB (ON),NEW YORK CITY,,,907M AT EXIT 20,4764,FORECAST
13652,2014,05_3128,11,27482501.0,Y,0.0,0.4,907M WB (OFF),FRANCIS LEWIS BLVD,NEW YORK CITY,,,907M AT EXIT 20,1783,FORECAST
13653,2014,05_3129,11,27482801.0,Y,0.0,0.24,FRANCIS LEWIS BLVD,907M WB (ON),NEW YORK CITY,,,907M AT EXIT 20,3694,FORECAST
13654,2014,05_3130,11,27482901.0,Y,0.0,0.19,907M WB (OFF),FRANCIS LEWIS BLVD,NEW YORK CITY,,,907M AT EXIT 20,1788,FORECAST
13655,2014,05_3131,11,27482601.0,Y,0.0,0.26,FRANCIS LEWIS BLVD,907M WB (ON),NEW YORK CITY,,,907M AT EXIT 20,1536,FORECAST
13656,2014,05_3132,11,27483001.0,Y,0.0,0.5,907M EB (OFF),STRONGHURST AVE,NEW YORK CITY,,,907M AT EXIT 22,4469,FORECAST
13657,2014,05_3133,11,27884201.0,Y,0.0,0.29,86TH AVE,907M WB (ON),NEW YORK CITY,,,907M AT EXIT 22,3156,FORECAST
13658,2014,05_3134,11,27483101.0,Y,0.0,0.35,907M EB (OFF),LITTLE NECK PKWY,NEW YORK CITY,,,907M AT EXIT 24,10486,FORECAST
13659,2014,05_3135,11,27483201.0,Y,0.0,0.3,253RD ST,907M WB (ON),NEW YORK CITY,,,907M AT EXIT 24,7538,FORECAST
13660,2014,05_3136,11,27483301.0,Y,0.0,0.19,907M WB (OFF),LITTLE NECK PKWY,NEW YORK CITY,,,907M AT EXIT 24,5234,FORECAST
13661,2014,05_3137,11,27483401.0,Y,0.0,0.15,GRTAND CENTRAL PKWY,907M EB (ON),NEW YORK CITY,,,907M AT NASSAU,2588,FORECAST
13662,2014,05_3138,11,27498901.0,Y,0.0,0.49,JFK EXPR NB(OFF),NY878 EB(ON),NEW YORK CITY,,,NY878 AT JFK EX,948,FORECAST
13663,2014,05_3139,11,27643301.0,Y,0.0,0.44,NY878 EB (OFF),JFK EXPR NB (ON),NEW YORK CITY,,,NY878 AT JFK EX,2471,FORECAST
13664,2014,05_3140,11,27498801.0,Y,0.0,0.29,NY878 EB (OFF),JFK EXPR SB(ON),NEW YORK CITY,,,NY878 AT JFK EX,7988,FORECAST
13665,2014,05_3141,11,27643401.0,Y,0.0,0.11,RAMP BEGINS,MERGE,NEW YORK CITY,,,NY 878 AT FARME,1647,FORECAST
13666,2014,05_3142,11,27499001.0,Y,0.0,0.14,NY878 EB (OFF),FARMERS BLVD NB (ON),NEW YORK CITY,,,NY 878 AT FARME,1879,FORECAST
13667,2014,05_3176,11,27512901.0,Y,0.0,0.4,MERGE FROM NY25A&I678 NB OFF,NY25A WB (ON),NEW YORK CITY,,,NY25A AT 678I,6610,FORECAST
13668,2014,05_3178,11,27642001.0,Y,0.0,0.3,NY25A EB (OFF),907A SB(ON),NEW YORK CITY,,,NY25A AT 907A,10291,FORECAST
13669,2014,05_3179,11,27494701.0,Y,0.0,0.27,907A SB (OFF),NY25A EB 9ON),NEW YORK CITY,,,NY25A AT 907A,5742,FORECAST
13670,2014,05_3180,11,27494401.0,Y,0.0,0.33,907A NB 9OFF),NY25A EB (ON),NEW YORK CITY,,,NY25A AT 907A,2153,FORECAST
13671,2014,05_3181,11,27494501.0,Y,0.0,0.2,NY25A WB (OFF),907A NB 9ON0,NEW YORK CITY,,,NY25A AT 907A,11508,FORECAST
13672,2014,05_3182,11,27494801.0,Y,0.0,0.14,907A NB (OFF),NY25A WB 9ON),NEW YORK CITY,,,NY25A AT 907A,6622,FORECAST
13673,2014,05_3183,11,27494601.0,Y,0.0,0.15,907A SB (OFF),NY25A WB (ON),NEW YORK CITY,,,NY25A AT 907A,2146,FORECAST
13674,2014,05_3184,11,27495501.0,Y,0.0,0.19,CROSS BAY BLVD,NY27 WB (ON),NEW YORK CITY,,,NY 27 AT CROSS,2567,FORECAST
13675,2014,05_3185,11,27642201.0,Y,0.0,0.11,NY27 WB (OFF),RALEIGH ST,NEW YORK CITY,,,NY 27 AT CROSS,6735,FORECAST
13676,2014,05_3186,11,27642101.0,Y,0.0,0.3,RAMP BEGINS,RAMP ENDS,NEW YORK CITY,,,NY 27 AT CROSS,6745,FORECAST
13677,2014,05_3187,11,27629401.0,Y,0.0,0.38,RAMP BEGINS,RAMP ENDS,NEW YORK CITY,,,907D AT CROSS B,6737,FORECAST
13678,2014,05_3188,11,27495601.0,Y,0.0,0.19,907D EB (OFF),NY27 EB (ON),NEW YORK CITY,,,NY 27 AT EDGEWO,16227,FORECAST
13679,2014,05_3189,11,27495701.0,Y,0.0,0.41,NY27 WB (OFF),907D WB (ON),NEW YORK CITY,,,NY 27 AT 230TH,17749,FORECAST
13680,2014,05_3194,11,27659901.0,Y,0.0,0.19,I678 SB (OFF),S SERVICE RD,NEW YORK CITY,,,I678 AT TERMINA,499,FORECAST
13681,2014,05_3195,11,27659801.0,Y,0.0,0.16,N SERVICE RD,I678 NB (ON),NEW YORK CITY,,,I678 AT TERMINA,1254,FORECAST
13682,2014,05_3196,11,27660001.0,Y,0.0,0.1,S SERVICE RD,I678 SB (ON),NEW YORK CITY,,,I678 AT TERMINA,6572,FORECAST
13683,2014,05_3197,11,27659701.0,Y,0.0,0.11,I678 NB (OFF),N SERVICE RD,NEW YORK CITY,,,I678 AT TERMINA,6021,FORECAST
13684,2014,05_3203,11,27393501.0,Y,0.0,0.44,NY878 EB (OFF),I678 NB (ON),NEW YORK CITY,,,I678 EXIT 1 NY8,19497,FORECAST
13685,2014,05_3204,11,27393601.0,Y,0.0,0.28,NY878 EB (OFF),I678 SB (ON),NEW YORK CITY,,,I678 EXIT 1 NY8,11657,FORECAST
13686,2014,05_3208,11,27512601.0,Y,0.0,0.43,FROM I678 NB&SB OFF,NY27 EB (ON),NEW YORK CITY,,,907D AT 150TH S,11522,FORECAST
13687,2014,05_3209,11,27393401.0,Y,0.45,0.71,MERGE FROM I678 NB&SB OFF,NY878 EB (ON),NEW YORK CITY,,,I678 EXIT 1 NY8,21872,FORECAST
13688,2014,05_3210,11,27393701.0,Y,0.0,0.14,I678 NB (OFF),DIVERGE TO NY27&VAN WYCK SER,NEW YORK CITY,,,I678 EXIT 1 907,9361,FORECAST
13689,2014,05_3211,11,27393701.0,Y,0.14,0.27,DIVERGE TO NY27&VAN WYCK SER,N CONDUIT AVE,NEW YORK CITY,,,I678 EXIT 1 907,3884,FORECAST
13690,2014,05_3213,11,27393801.0,Y,0.0,0.21,N CONDUIT AVE,I678 SB (ON),NEW YORK CITY,,,I678 EXIT 1 907,8698,FORECAST
13691,2014,05_3217,11,27394001.0,Y,0.0,0.31,I678 SB (OFF),ROCKWAY BLVD,NEW YORK CITY,,,I678 EXIT 2,5942,ACTUAL
13692,2014,05_3218,11,27394101.0,Y,0.0,0.28,I678 NB (OFF),LINDEN BLVD,NEW YORK CITY,,,I678 EXIT 3,10358,FORECAST
13693,2014,05_3219,11,27394401.0,Y,0.0,0.31,LINDEN BLVD,I678 SB (ON),NEW YORK CITY,,,I678 EXIT 3,8575,FORECAST
13694,2014,05_3220,11,27394201.0,Y,0.0,0.31,LINDEN BLVD,I678 NB (ON),NEW YORK CITY,,,I678 EXIT 3,7054,FORECAST
13695,2014,05_3221,11,27394301.0,Y,0.0,0.31,I678 SB (OFF),LINDEN BLVD,NEW YORK CITY,,,I678 EXIT 3,9368,FORECAST
13696,2014,05_3222,11,27394501.0,Y,0.0,0.3,I678 NB (OFF),142ND ST,NEW YORK CITY,,,I678 EXIT 4,8012,FORECAST
13697,2014,05_3223,11,27394801.0,Y,0.0,0.37,LIBERTY AVE,I678 SB (ON),NEW YORK CITY,,,I678 EXIT 4,9149,FORECAST
13698,2014,05_3224,11,27394601.0,Y,0.0,0.16,LIBERTY AVE,I678 NB (ON,NEW YORK CITY,,,I678 EXIT 4,11513,FORECAST
13699,2014,05_3225,11,27394701.0,Y,0.0,0.15,I678 SB (OFF),LIBERTY AVE,NEW YORK CITY,,,I678 EXIT 4,7634,FORECAST
13700,2014,05_3226,11,27387801.0,Y,0.0,0.23,I678 NB (OFF),94TH AVE,NEW YORK CITY,,,I678 EXIT 5,5347,FORECAST
13701,2014,05_3227,11,27387901.0,Y,0.0,0.25,ATLANTIC AVE,I678 SB (ON),NEW YORK CITY,,,I678 EXIT 5,14496,FORECAST
13702,2014,05_3228,11,27388001.0,Y,0.0,0.13,ARCHER AVE,I678 NB (ON),NEW YORK CITY,,,I678 EXIT 5,16026,FORECAST
13703,2014,05_3229,11,27388101.0,Y,0.0,0.16,I678 NB (OFF),JAMAICA AVE,NEW YORK CITY,,,I678 EXIT 5,4760,FORECAST
13704,2014,05_3230,11,27387301.0,Y,0.0,0.09,I678 SB (OFF),91ST AVE,NEW YORK CITY,,,I678 EXIT 5,7833,FORECAST
13705,2014,05_3231,11,27388201.0,Y,0.0,0.19,HILLSIDE AVE,I678 NB (ON),NEW YORK CITY,,,I678 EXIT 6 AND,15691,FORECAST
13706,2014,05_3233,11,27387401.0,Y,0.2,0.39,MERGE WITH MAIN ST OFF,I678 SB (ON),NEW YORK CITY,,,I678 EXIT 6 AND,8735,ACTUAL
13707,2014,05_3234,11,27387401.0,Y,0.0,0.2,I678 SB (OFF),MERGE WITH MAIN ST OFF,NEW YORK CITY,,,I678 EXIT 6 AND,9941,FORECAST
13708,2014,05_3235,11,27395101.0,Y,0.0,0.19,I678 NB (OFF),72ND AVE,NEW YORK CITY,,,I678 @ 69TH ROA,3966,FORECAST
13709,2014,05_3236,11,27395301.0,Y,0.0,0.43,JEWEL AVE,I678 NB (ON0,NEW YORK CITY,,,I678 @ 69TH ROA,8040,FORECAST
13710,2014,05_3237,11,27377001.0,Y,0.0,0.24,VAN WYCK EXPR,I678 SB (ON),NEW YORK CITY,,,I678 @ 69TH ROA,7338,FORECAST
13711,2014,05_3238,11,27377101.0,Y,0.0,0.24,I678 NB (OFF),MEADOW LAKE RD E,NEW YORK CITY,,,I678 EXIT 12A,13486,FORECAST
13712,2014,05_3239,11,27509101.0,Y,0.0,0.14,DIVERGE FROM MEADOW LAKE RD,I678 NB (ON),NEW YORK CITY,,,I678 EXIT 12A,126,FORECAST
13713,2014,05_3240,11,27378201.0,Y,0.0,0.31,I678 SB (OFF),MEADOW LAKE RD E,NEW YORK CITY,,,I678 EXIT 12A,1320,FORECAST
13714,2014,05_3245,11,27395701.0,Y,0.0,0.29,I678 NB (OFF),20TH AVE,NEW YORK CITY,,,I678 EXIT 15,14569,FORECAST
13715,2014,05_3246,11,27641001.0,Y,0.0,0.2,20TH AVE,I678 SB (ON),NEW YORK CITY,,,I678 EXIT 15,17720,FORECAST
13716,2014,05_3247,11,27395801.0,Y,0.0,0.22,20TH AVE,I678 NB (ON),NEW YORK CITY,,,I678 EXIT 15,5459,FORECAST
13717,2014,05_3248,11,27395901.0,Y,0.0,0.25,I678 SB (OFF),20TH AVE,NEW YORK CITY,,,I678 EXIT 15,8888,FORECAST
13718,2014,05_3249,11,27396001.0,Y,0.0,0.17,14TH AVE,I678 NB (ON),NEW YORK CITY,,,I678 EXIT 16,3213,FORECAST
13719,2014,05_3250,11,27396201.0,Y,0.0,0.29,907A NB (OFF),I678 NB (ON),NEW YORK CITY,,,I678 EXIT 16,9236,FORECAST
13720,2014,05_3251,11,27641101.0,Y,0.0,0.28,147TH ST,I678 NB (ON),NEW YORK CITY,,,I678 EXIT 16,2226,FORECAST
13721,2014,05_3252,11,27671801.0,Y,0.0,0.16,I678 SB (OFF),PARSONS BLVD,NEW YORK CITY,,,I678 EXIT 16,2226,FORECAST
13722,2014,05_3253,11,27641301.0,Y,0.0,0.12,I678 NB (OFF),WHITESTONE EXPY,NEW YORK CITY,,,I678 EXIT 17,3401,FORECAST
13723,2014,05_3255,11,27398001.0,Y,0.04,0.44,DIVERGE,907M EB(ON),NEW YORK CITY,,,I295 EXIT 1,15934,FORECAST
13724,2014,05_3256,11,27398601.0,Y,0.0,0.19,907M WB (OFF),DIVERGE TO I295,NEW YORK CITY,,,I295 EXIT 1,11993,FORECAST
13725,2014,05_3257,11,27398601.0,Y,0.32,0.59,MERGE FROM 907M OFF,I295 NB (ON),NEW YORK CITY,,,I295 EXIT 1,18170,FORECAST
13726,2014,05_3258,11,27397001.0,Y,0.0,0.22,I295 SB (OFF),DIVERGE TO 907M,NEW YORK CITY,,,I295 EXIT 1,20266,FORECAST
13727,2014,05_3259,11,27397001.0,Y,0.32,0.45,MERGE FROM I295 OFF,907M WB (ON),NEW YORK CITY,,,I295 EXIT 1,14309,FORECAST
13728,2014,05_3260,11,27397101.0,Y,0.0,0.18,907M EB (OFF),DIVERGE TO I295,NEW YORK CITY,,,I295 EXIT 1,11930,FORECAST
13729,2014,05_3261,11,27397101.0,Y,0.27,0.38,MERGE FROM 907M OFF,I295 SB (ON),NEW YORK CITY,,,I295 EXIT 1,6174,FORECAST
13730,2014,05_3262,11,27636601.0,Y,0.0,0.25,RAMP BEGINS,RAMP ENDS,NEW YORK CITY,,,I295 EXIT 2,2618,FORECAST
13731,2014,05_3263,11,27397201.0,Y,0.0,0.36,UNION TNPK,I295 NB (ON),NEW YORK CITY,,,I295 EXIT 2,3507,FORECAST
